Application Date,Case Number,Address,Latitude,Longitude,CD#,Community Plan Area,Project Description,Request Type,Applicant Contact
8/3/2015,ZA-2015-2830-CEX,16865 W CHARMEL LANE 90272,34.0635679,-118.550929,11,Brentwood - Pacific Palisades,REMODEL AND ADDIION (13X18) TO EXISTING SFD,,CEX-COASTAL EXEMPTION
8/7/2015,ENV-2015-2929-CE,1135 N RIVAS CANYON ROAD 90272,34.0517918,-118.5164007,11,Brentwood - Pacific Palisades,EQUINE KEEPING STRUCTURES WITHIN 100 FEET OF THE FRONT LOT LINE.,,CE-CATEGORICAL EXEMPTION
8/7/2015,ZA-2015-2930-ZAA,1135 N RIVAS CANYON ROAD 90272,34.0517918,-118.5164007,11,Brentwood - Pacific Palisades,EQUINE KEEPING STRUCTURES WITHIN 100 FEET OF THE FRONT LOT LINE.,,"ZAA-AREA,HEIGHT,YARD,AND BLDG LINE ADJMNTS GT 20% (SLIGHT MODIFICATIONS)"
8/6/2015,ENV-2015-2890-CE,781 N AMALFI DR 90272,34.0435609,-118.51075,11,Brentwood - Pacific Palisades,"TO ALLOW A 6 FOOT FENCE AND TO ALLOW 2 ROWS OF 5 FOOT FICUS HEDGES ALONG THE FENCE, LOCATED IN THE FRONT YARD, IN LIEU OF THE REQUIRED 42 INCHES IN HEIGHT",,CE-CATEGORICAL EXEMPTION
8/6/2015,ZA-2015-2889-F,781 N AMALFI DR 90272,34.0435609,-118.51075,11,Brentwood - Pacific Palisades,"TO ALLOW A 6 FOOT FENCE AND TO ALLOW 2 ROWS OF 5 FOOT FICUS HEDGES ALONG THE FENCE, LOCATED IN THE FRONT YARD, IN LIEU OF THE REQUIRED 42 INCHES IN HEIGHT",,F-FENCE HEIGHT
8/4/2015,DIR-2015-2852-CDP-MEL,530 N ARBRAMAR AVE 90272,34.043101,-118.535431,11,Brentwood - Pacific Palisades,COASTAL DEVELOPMENT PERMIT TO DEMO AN EXISING SINGLE FAMILY DWELING AND CONSTRUCT A NEW 2-STORY SINGLE FAMILY DWELLING,,CDP-COASTAL DEVELOPMENT PERMIT
8/4/2015,ENV-2015-2853-CE,530 N ARBRAMAR AVE 90272,34.043101,-118.535431,11,Brentwood - Pacific Palisades,COASTAL DEVELOPMENT PERMIT TO DEMO AN EXISING SINGLE FAMILY DWELING AND CONSTRUCT A NEW 2-STORY SINGLE FAMILY DWELLING,,CE-CATEGORICAL EXEMPTION
8/7/2015,DIR-2015-2927-SPP,1040 S GLENDON AVE 90024,34.0615092,-118.444209,5,Westwood,PROJECT PERMIT COMPLIANCE FOR WESTWOOD FOR CHANGE OF USE FROM OFFICE TO NEIGHBORHOOD RETAIL USE ONLY,,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
8/7/2015,ENV-2015-2928-CE,1040 S GLENDON AVE 90024,34.0615092,-118.444209,5,Westwood,PROJECT PERMIT COMPLIANCE FOR WESTWOOD FOR CHANGE OF USE FROM OFFICE TO NEIGHBORHOOD RETAIL USE ONLY,,CE-CATEGORICAL EXEMPTION
8/4/2015,DIR-2015-2860-CEX,360 N MESA ROAD 90402,34.032035,-118.51536,11,Brentwood - Pacific Palisades,COASTAL EXEMPTION IN SINGLE JURISDICTION ZONE,,CEX-COASTAL EXEMPTION
7/28/2015,ENV-2015-2744-EAF,14801 W PAMPAS RICAS BLVD 90272,34.0409836,-118.5182338,11,Brentwood - Pacific Palisades,"DEMOLISH EXSTING 1-STORY SFD, CONSTRUCT NEW 2-STORY SFD OVER BASEMENT W/. ATTACHED GARAGE AND DETACHED POOL HOUSE. NO RETAING WALLS.",,EAF-ENVIRONMENTAL ASSESSMENT
7/30/2015,ENV-2015-2796-CE,15424 W SUNSET BLVD 90272,34.0479742,-118.5280133,11,Brentwood - Pacific Palisades,A DETERMINATION OF DEEMED TO BE APPROVED STATUS TO PERMIT THE CONTINUED SALE OF ALCOHOL AND AN ADDITION OF AN 800 SQ FT TASTING AREA; BOTH LOCATED WITHIN AN EXISTING SUPERMARKET.,,CE-CATEGORICAL EXEMPTION
7/30/2015,ZA-2015-2794-PAB,15424 W SUNSET BLVD 90272,34.0479742,-118.5280133,11,Brentwood - Pacific Palisades,A DETERMINATION OF DEEMED TO BE APPROVED STATUS TO PERMIT THE CONTINUED SALE OF ALCOHOL AND AN ADDITION OF AN 800 SQ FT TASTING AREA; BOTH LOCATED WITHIN AN EXISTING SUPERMARKET.,,PAB-PLAN APPROVAL BOOZE
7/30/2015,CHC-2015-2780-HCM,815 N TIGERTAIL ROAD 90049,34.075085,-118.48335,11,Brentwood - Pacific Palisades,DESIGNATION OF THE HENSTELL HOUSE AS A HISTORIC-CULTURAL MONUMENT,,HCM-HISTORIC CULTURAL MONUMENT
7/30/2015,ENV-2015-2781-CE,815 N TIGERTAIL ROAD 90049,34.075085,-118.48335,11,Brentwood - Pacific Palisades,DESIGNATION OF THE HENSTELL HOUSE AS A HISTORIC-CULTURAL MONUMENT,,CE-CATEGORICAL EXEMPTION
8/7/2015,ENV-2015-2924-CE,17537 W TRAMONTO DR 90272,34.0415149,-118.558264,11,Brentwood - Pacific Palisades,CE FOR A HAUL ROUTE ON A STANDARD STREET.,,CE-CATEGORICAL EXEMPTION
8/12/2015,DIR-2015-2979-CWC,4513 N MARMION WAY 90065,34.09715,-118.208826,1,Northeast Los Angeles,PURSUANT TO LAMC 12.20.3 J CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE HIGHLAND PARK GARVANZA HPOZ FOR WINDOW REPLACEMENT AND PAINTING. SEVEN STREET VISIBLE WINDOWS TO BE REPLACED AS PER THE SCH,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/20/2015,ENV-2015-3103-EAF,1255 N ANGELO DR 90077,34.1151675,-118.4441008,5,Bel Air - Beverly Crest,ENVIRONMENTAL ASSESSMENT REQUEST FOR A HAUL ROUTE APPROVAL,,EAF-ENVIRONMENTAL ASSESSMENT
8/13/2015,ENV-2015-2988-CE,9520 W HIDDEN VALLEY ROAD 90210,34.121257,-118.400953,4,Bel Air - Beverly Crest,GRADING HAUL ROUTE FOR NEW SFD.,,CE-CATEGORICAL EXEMPTION
8/19/2015,ZA-2015-3083-ZV-ZAD-ZAA,10460 W REVUELTA WAY 90077,34.079558,-118.438262,5,Bel Air - Beverly Crest,"A FULL KITCHEN IN A GUEST HOUSE, PERMIT ?OVER-IN-HEIGHT? ELEMENTS UP TO 8?-0? IN THE FRONT AND REAR YARDS, GUEST HOUSE WITH A KITCHEN TO OBSERVE A REDUCED SETBACK OF 6?-0?- 12?-0?, AND TO ALLOW SOUND",,ZV-ZONE VARIANCE
8/14/2015,DIR-2015-3031-BSA,1410 N TANAGER WAY 90069,34.097193,-118.385114,4,Hollywood,THE APPELLANTS ARE APPEALING BUILDING AND SAFETY'S DETERMINATION ON DBS-15005-DCP,,BSA-BUILDING AND SAFETY APPEAL TO ZA
8/10/2015,ENV-2015-2942-CE,2910 E CESAR E CHAVEZ AVE 90033,34.0435786,-118.2013076,14,Boyle Heights,INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING TWO-STORY COMMERCIAL BUILDING.,,CE-CATEGORICAL EXEMPTION
8/10/2015,ZA-2005-3270-CU-PA2,2910 E CESAR E CHAVEZ AVE 90033,34.0435786,-118.2013076,14,Boyle Heights,CU-CONDITIONAL USE,,()-
8/13/2015,AA-2015-2999-PMEX,NONE NONE 50648,44.9400562,7.5299328,12,Chatsworth - Porter Ranch,LOT LINE ADJUSTMENT BETWEEN 2 LOTS W/SAME OWNER,,PMEX-PARCEL MAP EXEMPTION
8/17/2015,CPC-2015-3059-CA,"200 N Spring St, Los Angeles, CA 90012",34.0534768,-118.2428934,CITYW,Citywide,PROPOSED SIGN PROVISIONS,,CA-CODE AMENDMENT
8/18/2015,DIR-2015-3075-CEX,2800 S VIA CABRILLO MARINA 90731,33.7182074,-118.2821949,15,Port of Los Angeles,NEW DETACHED TRELLLIS ON AN EXISTING HOTEL SITE AND A NEW TRASH ENCLOSURE IN AN EXISTING PARKING LOT.,,CEX-COASTAL EXEMPTION
8/10/2015,DIR-2015-2932-SPPA-SPPM,1102 W 6TH ST 90017,34.0539691,-118.2624453,1,Westlake,PROPOSED NEIGHBORHOOD SERVING RETAIL USE TO BE LOCATED WITHIN THE PROJECT AT THE CORNER OF 6TH STREET AND BIXEL STREET AT THE FINISHED FLOOR ELEVATIONS,,SPPA-SPECIFIC PLAN PROJECT PERMIT ADJUSTMENT
8/11/2015,ENV-2015-2962-CE,700 W 7TH ST 90017,34.0480071,-118.2577197,14,Central City,"A PLAN APPROVAL FOR STARBUCKS ON-SITE SALE AND CONSUMPTION OF BEER AND WINE IN CONJUNCTION WITH A 2,100 SQ-FT, 24 HOUR RESTAURANT WITH 40 INDOOR SEATS AND 9 SEATS IN A 200 SQ-FT OUTDOOR PATIO.",,CE-CATEGORICAL EXEMPTION
8/11/2015,ZA-2015-2961-MPA,700 W 7TH ST 90017,34.0480071,-118.2577197,14,Central City,"A PLAN APPROVAL FOR STARBUCKS ON-SITE SALE AND CONSUMPTION OF BEER AND WINE IN CONJUNCTION WITH A 2,100 SQ-FT, 24 HOUR RESTAURANT WITH 40 INDOOR SEATS AND 9 SEATS IN A 200 SQ-FT OUTDOOR PATIO.",,MPA-MASTER PLAN APPROVAL
8/21/2015,ENV-2015-3109-EAF,910 S BROADWAY 90015,34.0419372,-118.2561741,14,Central City,CONDITIONAL USE REQUEST TO ALLOW THE ONSITE SALE AND DISPENSING OF ALCOHOL AND TO ALLOW PUBLIC PATRON DANCING. A VARIANCE TO ALLOW NO VEHICULAR OR BICYLE PARKING SPACES,,EAF-ENVIRONMENTAL ASSESSMENT
8/21/2015,ZA-2015-3108-CUB-CUX-ZV,910 S BROADWAY 90015,34.0419372,-118.2561741,14,Central City,CONDITIONAL USE REQUEST TO ALLOW THE ONSITE SALE AND DISPENSING OF ALCOHOL AND TO ALLOW PUBLIC PATRON DANCING. A VARIANCE TO ALLOW NO VEHICULAR OR BICYLE PARKING SPACES,,CUB-Conditional Use Beverage-Alcohol
8/11/2015,ENV-2015-2959-EAF,720 S HILL ST 90014,34.0452202,-118.2547343,14,Central City,"A CONDITIONAL USE PERMIT TO ALL THE SALE AND DISPENSARY OF ALCOHOL BEVERAGES FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH A PROPOSED 5,408 SQUARE-FOOT RESTAURANT, INCLUDING A 420 SQUARE-FOOT PATIO.",,EAF-ENVIRONMENTAL ASSESSMENT
8/11/2015,ZA-2015-2958-CUB,720 S HILL ST 90014,34.0452202,-118.2547343,14,Central City,"A CONDITIONAL USE PERMIT TO ALL THE SALE AND DISPENSARY OF ALCOHOL BEVERAGES FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH A PROPOSED 5,408 SQUARE-FOOT RESTAURANT, INCLUDING A 420 SQUARE-FOOT PATIO.",,CUB-Conditional Use Beverage-Alcohol
8/12/2015,DIR-2015-2976-TDR-SPR,850 S HILL ST 90014,34.0431839,-118.256485,14,Central City,"CONSTRUCTION OF A NEW 26-STORY MIXED-USE PROJECT CONSISTING OF UP TO 305 APARTMENT UNITS AND 6,999 SF. OF GROUND FLOOR RETAIL, IN THE C5-4D ZONE.",,TDR-TRANSFER OF DEVELOPMENT RIGHTS (aka TFAR)
8/12/2015,ENV-2015-2977-EAF,850 S HILL ST 90014,34.0431839,-118.256485,14,Central City,"CONSTRUCTION OF A NEW 26-STORY MIXED-USE PROJECT CONSISTING OF UP TO 305 APARTMENT UNITS AND 6,999 SF. OF GROUND FLOOR RETAIL, IN THE C5-4D ZONE.",,EAF-ENVIRONMENTAL ASSESSMENT
8/17/2015,ENV-2015-3043-CE,819 S SANTEE ST 90014,34.041159,-118.252285,14,Central City,A CONDITIONAL USE PERMIT TO ALLOW THE ON-SITE SALES OF A FULL LINE OF ALCOHOLIC BEVERAGES AT A NEW RESTAURANT FACILITY WITH 3058 INTERIOR SQ FT WITH 80 SEATS AND 282 EXTERIOR SQ FT WITH 24 SEATS,,CE-CATEGORICAL EXEMPTION
8/17/2015,ZA-2015-3042-CUB,819 S SANTEE ST 90014,34.041159,-118.252285,14,Central City,A CONDITIONAL USE PERMIT TO ALLOW THE ON-SITE SALES OF A FULL LINE OF ALCOHOLIC BEVERAGES AT A NEW RESTAURANT FACILITY WITH 3058 INTERIOR SQ FT WITH 80 SEATS AND 282 EXTERIOR SQ FT WITH 24 SEATS,,CUB-Conditional Use Beverage-Alcohol
8/17/2015,CPC-2015-3034-ZC,200 N SPRING ST 90012,34.0534768,-118.2428934,14,Central City,TEST1,,ZC-ZONE CHANGE
8/18/2015,DIR-2015-3061-SPP,2146 W COLORADO BLVD 90041,34.1389057,-118.2134664,14,Northeast Los Angeles,REMOVE AND REPLACE EXISTING NORTH STOREFRONT WITH NEW PAINT ON EXISTING BRICK FACADES. ADDITION OF WALL SIGNAGE. REMOVE AND REPLACE EXISTING WALL TILE BELOW STOREFRONT ON THE NORTH FACADE.,,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
8/18/2015,ENV-2015-3062-CE,2146 W COLORADO BLVD 90041,34.1389057,-118.2134664,14,Northeast Los Angeles,REMOVE AND REPLACE EXISTING NORTH STOREFRONT WITH NEW PAINT ON EXISTING BRICK FACADES. ADDITION OF WALL SIGNAGE. REMOVE AND REPLACE EXISTING WALL TILE BELOW STOREFRONT ON THE NORTH FACADE.,,CE-CATEGORICAL EXEMPTION
8/11/2015,DIR-2015-2950-SPP,3825 S CRENSHAW BLVD 90008,34.017172,-118.335609,10,West Adams - Baldwin Hills - Leimert,PROJECT PERMIT COMPLIANCE,,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
8/11/2015,ENV-2015-2952-CE,3825 S CRENSHAW BLVD 90008,34.017172,-118.335609,10,West Adams - Baldwin Hills - Leimert,PROJECT PERMIT COMPLIANCE,,CE-CATEGORICAL EXEMPTION
8/13/2015,DIR-2007-5815-RV-PA3,4051 S LEIMERT BLVD 90008,34.0106664,-118.3237571,10,West Adams - Baldwin Hills - Leimert,RV-REVOCATION,,()-
8/13/2015,ENV-2015-2992-CE,4051 S LEIMERT BLVD 90008,34.0106664,-118.3237571,10,West Adams - Baldwin Hills - Leimert,CATEGORICAL EXEMPTION FOR PLAN APPROVAL FOR ALCOHOL PURSUANT DIR-2007-5815-RV-PA3,,CE-CATEGORICAL EXEMPTION
8/18/2015,ENV-2015-3064-CE,17253 W OAK VIEW DR 91316,34.1555804,-118.5067241,5,Encino - Tarzana,CONSTRUCTION OF A NEW SFD W/ AN ELEVATED DRIVEWAY STRUCTURE IN THE HILLSIDE AREA ON A DOWN SLOPING LOT WITH SAID DRIVEWAY STRUCTURE ABOVE NATURAL GRADE UP TO 6 FEET WITH A 3'6'' SOLID GUARDRAIL ON TOP,,CE-CATEGORICAL EXEMPTION
8/18/2015,ZA-2015-3063-ZAI-ZAA,17253 W OAK VIEW DR 91316,34.1555804,-118.5067241,5,Encino - Tarzana,CONSTRUCTION OF A NEW SFD W/ AN ELEVATED DRIVEWAY STRUCTURE IN THE HILLSIDE AREA ON A DOWN SLOPING LOT WITH SAID DRIVEWAY STRUCTURE ABOVE NATURAL GRADE UP TO 6 FEET WITH A 3'6'' SOLID GUARDRAIL ON TOP,,ZAI-ZA INTERPRETATIONS
8/17/2015,DIR-2015-3050-SPP,9718 N SHADOW ISLAND DR 91040,34.249118,-118.343122,7,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,SAN GABRIEL SPP 11.5.7C FOR 2-CAR CARPORT - 299 SF,,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
8/17/2015,ENV-2015-3051-CE,9718 N SHADOW ISLAND DR 91040,34.249118,-118.343122,7,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,SAN GABRIEL SPP 11.5.7C FOR 2-CAR CARPORT - 299 SF,,CE-CATEGORICAL EXEMPTION
8/21/2015,DIR-2015-3105-SPP,3727 N DIVISION ST 90065,34.111235,-118.221331,1,Northeast Los Angeles,ADDITION OF 361 SF TO AN EXISTING 903 SF HOME. NO CHANGES AT 274 SF GARAGE.,,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
8/21/2015,ENV-2015-3106-CE,3727 N DIVISION ST 90065,34.111235,-118.221331,1,Northeast Los Angeles,ADDITION OF 361 SF TO AN EXISTING 903 SF HOME. NO CHANGES AT 274 SF GARAGE.,,CE-CATEGORICAL EXEMPTION
8/17/2015,DIR-2015-3054-SPP,1606 N KILLARNEY AVE 90065,34.1018081,-118.2280372,1,Northeast Los Angeles,"CONSTRUCTION OF A NEW 2,300 SF SFD ON A VACANT LOT.",,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
8/17/2015,ENV-2015-3055-EAF,1606 N KILLARNEY AVE 90065,34.1018081,-118.2280372,1,Northeast Los Angeles,"CONSTRUCTION OF A NEW 2,300 SF SFD ON A VACANT LOT.",,EAF-ENVIRONMENTAL ASSESSMENT
8/10/2015,DIR-2015-3052-CWC,1229 W BELLEVUE AVE 90012,34.067822,-118.251463,1,Silver Lake - Echo Park - Elysian Valley,"PURSUANT TO LAMC 12.20.3 I, CONFORMING WORK ON A CONTRIBUTING STRUCTURE IN THE ANGELINO HEIGHTS HPOZ FOR REPAIR AND PARTIAL IN-KIND REPLACEMENT OF SIDING, INCLUDING NEW PAINT COLORS.",,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/14/2015,DIR-2015-3009-COA-DEM,1059 N WEST KENSINGTON ROAD 90026,34.072158,-118.257814,1,Silver Lake - Echo Park - Elysian Valley,DEMOLITION OF EXISTING GARAGE AND RECONSTRUCTION OF A BASEMENT AND GARAGE,,COA-CERTIFICATE OF APPROPRIATENESS
8/14/2015,ENV-2015-3010-CE,1059 N WEST KENSINGTON ROAD 90026,34.072158,-118.257814,1,Silver Lake - Echo Park - Elysian Valley,DEMOLITION OF EXISTING GARAGE AND RECONSTRUCTION OF A BASEMENT AND GARAGE,,CE-CATEGORICAL EXEMPTION
8/11/2015,DIR-2015-2948-CWC,956 N WEST KENSINGTON ROAD 90026,34.074018,-118.25545,1,Silver Lake - Echo Park - Elysian Valley,PURSUANT TO LAMC 12.20.3 I CONFORMING WORK ON A CONTRIBUTING ELEMENTS IN THE ANGELINO HEIGHTS HPOZ TO REPLACE A DOOR WITH A WOOD WINDOW AND TO ADD A WOOD WINDOW.,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/18/2015,ENV-2015-3070-EAF,907 S GRAMERCY DR 90019,34.0555748,-118.3121971,4,Wilshire,21-UNIT CONDOMINIUM PROJECT 42 SPACES; 1-GUEST PARKING.,,EAF-ENVIRONMENTAL ASSESSMENT
8/18/2015,TT-73678,907 S GRAMERCY DR 90019,34.0555748,-118.3121971,4,Wilshire,21-UNIT CONDOMINIUM PROJECT 42 SPACES; 1-GUEST PARKING.,,TAIK KIM (213)478-3636
8/18/2015,DIR-2015-3067-CWC,437 N HIGHLAND AVE 90036,34.079457,-118.338948,5,Wilshire,"PURSUANT TO LAMC SECTION 12.20.3 I, CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE HANCOCK PARK HPOZ FOR IN-KIND REPAIR AND REPLACEMENT OF THE SIDEWALK IN THE PUBLIC RIGHT-OF-WAY IN FRONT OF A CONTR",,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/14/2015,DIR-2015-3005-COA,454 S IRVING BLVD 90020,34.065544,-118.318101,4,Wilshire,ONE STORY 898 SQ. FT. ADDITION OF A MASTER BEDROOM SUITE TO AN EXISTING TWO-STORY SINGLE-FAMILY RESIDENCE,,COA-CERTIFICATE OF APPROPRIATENESS
8/14/2015,ENV-2015-3006-CE,454 S IRVING BLVD 90020,34.065544,-118.318101,4,Wilshire,ONE STORY 898 SQ. FT. ADDITION OF A MASTER BEDROOM SUITE TO AN EXISTING TWO-STORY SINGLE-FAMILY RESIDENCE,,CE-CATEGORICAL EXEMPTION
8/18/2015,DIR-2015-3072-CWC,546 N JUNE ST 90004,34.081732,-118.333667,4,Wilshire,PURSUANT TO LAMC 12.20.3 I CONFORMING WORK ON A CONTRIBUTING FEATURE IN THE HANCOCK PARK HPOZ FOR THE CONSTRUCTION OF A NEW WOOD FENCE AND GATES IN THE SIDE YARD TO ENCLOSE THE EXISTING PORTE COCHERE.,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/18/2015,DIR-2015-3079-CWNC,639 N JUNE ST 90004,34.083228,-118.334474,4,Hollywood,"PURSUANT TO LAMC 12.20.3.J, CONFORMING WORK ON A NON-CONTRIBUTING STRUCTURE IN THE HANCOCK PARK HPOZ FOR A ONE-STORY ADDITION OF 81 SQUARE FEET IN THE REAR NOT VISIBLE FROM THE STREET, INTERIOR AND EX",,CWNC-CONFORMING WORK NON-CONTRIBUTING ELEMENTS
8/20/2015,DIR-2015-3126-CWC,852 S LUCERNE BLVD 90005,34.058741,-118.325349,4,Wilshire,PURSUANT TO LAMC 12.20.3 I CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE COUNTRY CLUB PARK HPOZ TO REPAINT THE EXTERIOR OF THE EXISTING HOME IN NEW COLORS.,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/14/2015,AA-2015-3020-PMLA,17216 S HOOVER ST 90247,33.8750537,-118.2864402,15,Harbor Gateway,PARCEL MAP AND ZONING ADMINISTRATOR'S ADJUSTMENT,,PMLA-PARCEL MAP
8/14/2015,ENV-2015-3022-EAF,17216 S HOOVER ST 90247,33.8750537,-118.2864402,15,Harbor Gateway,PARCEL MAP AND ZONING ADMINISTRATOR'S ADJUSTMENT,,EAF-ENVIRONMENTAL ASSESSMENT
8/14/2015,ZA-2015-3021-ZAA,17216 S HOOVER ST 90247,33.8750537,-118.2864402,15,Harbor Gateway,PARCEL MAP AND ZONING ADMINISTRATOR'S ADJUSTMENT,,"ZAA-AREA,HEIGHT,YARD,AND BLDG LINE ADJMNTS GT 20% (SLIGHT MODIFICATIONS)"
8/17/2015,ENV-2015-3039-CE,18620 S WESTERN AVE 90248,33.8614139,-118.3086589,15,Harbor Gateway,A CONDITIONAL USE RPERMIT TO ALLOW THE SALE OF BEER AND WINE FOR ONSITE CONSUMPTION IN CONJUCTION WITH 3524 SQ FT RESTAURANT WICH INCLUDES A 459 SQ FT PATIO WITH 93 INDDOR SEATS AND 24 ON PATIO,,CE-CATEGORICAL EXEMPTION
8/17/2015,ZA-2015-3038-CUB,18620 S WESTERN AVE 90248,33.8614139,-118.3086589,15,Harbor Gateway,A CONDITIONAL USE RPERMIT TO ALLOW THE SALE OF BEER AND WINE FOR ONSITE CONSUMPTION IN CONJUCTION WITH 3524 SQ FT RESTAURANT WICH INCLUDES A 459 SQ FT PATIO WITH 93 INDDOR SEATS AND 24 ON PATIO,,CUB-Conditional Use Beverage-Alcohol
8/12/2015,DIR-2015-2978-CWNC,105 E AVENUE 43 90031,34.0944606,-118.2081314,1,Northeast Los Angeles,PURSUANT TO LAMC 12.20.3 J CONFORMING WORK ON A NON-CONTRIBUTING ELEMENT IN THE HIGHLAND PARK GARVANZA HPOZ FOR THE IN KIND REPAIR AND REPLACEMENT OF MORTAR ON THE REAR FA€ADE OF THE STRUCTURE. NO REP,,CWNC-CONFORMING WORK NON-CONTRIBUTING ELEMENTS
8/14/2015,DIR-2015-3015-CWC,140 S AVENUE 56 90042,34.107698,-118.193526,1,Northeast Los Angeles,PURSUANT TO LAMC 12.20.3 J CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE HIGHLAND PARK GARVANZA HPOZ FOR THE IN-KIND REPLACEMENT OF THREE STAIRWAYS IN THE REAR OF AN APARTMENT BUILDING. BALUSTERS T,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/17/2015,DIR-2015-3047-CWC,5701 N FIGUEROA ST 90042,34.1098819,-118.192876,1,Northeast Los Angeles,"PURSUANT TO LAMC 12.20.3 J CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE HIGHLAND PARK GARVANZA HPOZ FOR RESTORATION OF THE ORIGINAL SIGN INDENTATION AND BULK HEAD, TO CORRECT WORK DONE WITHOUT PER",,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/11/2015,DIR-2015-2960-CWC,6025 E MONTE VISTA ST 90042,34.1138151,-118.1909313,1,Northeast Los Angeles,"PURSUANT TO LAMC 12.20.3 J CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE HIGHLAND PARK GARVANZA HPOZ FOR THE INSTALLATION OF A DOOR AND HARDSCAPE RAMP ON THE SCHOOL BUILDING, CONSTRUCTED OUTSIDE OF",,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/18/2015,DIR-2015-3074-CWNC,6147 E OUTLOOK AVE 90042,34.116064,-118.188517,1,Northeast Los Angeles,PURSUANT TO LAMC 12.20.3I CONFORMING WORK ON A NON-CONTRIBUTING ELEMENT IN THE HIGHLAND PARK-GARVANZA HPOZ FOR A DETACHED 155 SQUARE FOOT RECREATION ROOM. STRUCTURE IS TO BE ENTIRELY HOUSED IN THE REA,,CWNC-CONFORMING WORK NON-CONTRIBUTING ELEMENTS
8/18/2015,DIR-2015-3078-CWC,6408 E RUBY ST 90042,34.115934,-118.180173,14,Northeast Los Angeles,PURSUANT TO LAMC 12.20.3 J CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE HIGHLAND PARK GARVANZA HPOZ FOR REPAINTING. ALL COLORS WILL BE BENJAMIN MOORE. BODY WILL BE CARIBBEAN BLUE 2123-20 (A MUTED,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/14/2015,DIR-2015-3030-CWC,303 E STOWE TER 90042,34.114531,-118.189257,1,Northeast Los Angeles,PURSUANT TO LAMC 12.20.3 J CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE HIGHLAND PARK GARVANZA HPOZ FOR MODIFICATION TO CASE DIR-2015-248-CWC. RAILING ALONG FRONT PORCH TO BE MODIFIED TO INCLUDE,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
8/12/2015,ENV-2015-2984-CE,1603 N FAIRFAX AVE 90046,34.0999794,-118.3615801,4,Hollywood,"INGROUND SWIMMING POOL, NEW FENCE ADDED ON TOP OF RETAINING WALL. POOL EQUIPMENT PAD W/SCREENING WALL.",,CE-CATEGORICAL EXEMPTION
8/12/2015,ZA-2015-2983-ZAA,1603 N FAIRFAX AVE 90046,34.0999794,-118.3615801,4,Hollywood,"INGROUND SWIMMING POOL, NEW FENCE ADDED ON TOP OF RETAINING WALL. POOL EQUIPMENT PAD W/SCREENING WALL.",,"ZAA-AREA,HEIGHT,YARD,AND BLDG LINE ADJMNTS GT 20% (SLIGHT MODIFICATIONS)"
8/11/2015,DIR-2015-2949-DRB-SPP-MSP,2715 N JALMIA DR 90046,34.1195429,-118.3607338,4,Hollywood,ADDITION OF A NEW 2ND STY AND NEW GUEST HOUSE TO EXISTING SFD,,DRB-DESIGN REVIEW BOARD
8/11/2015,ENV-2015-2951-CE,2715 N JALMIA DR 90046,34.1195429,-118.3607338,4,Hollywood,ADDITION OF A NEW 2ND STY AND NEW GUEST HOUSE TO EXISTING SFD,,CE-CATEGORICAL EXEMPTION
8/18/2015,ENV-2015-3073-EAF,7681 W WILLOW GLEN ROAD 90046,34.1182343,-118.3697553,4,Hollywood,ENVIRONMENTAL REVIEW ASSOCIATED WITH A HAUL ROUTE,,EAF-ENVIRONMENTAL ASSESSMENT
